contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type,retrieved_date,expiration
SPY250411C00591000,2025-04-11 14:07:40+00:00,591.0,0.01,0.0,0.01,-0.01,-50.0,182.0,4793,0.6875031250000001,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00592000,2025-04-11 13:41:39+00:00,592.0,0.01,0.0,0.01,0.0,0.0,25.0,2728,0.6875031250000001,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00592500,2025-04-11 13:30:00+00:00,592.5,0.01,0.0,0.01,-0.03,-75.0,61.0,1671,0.70312796875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00593000,2025-04-11 13:31:58+00:00,593.0,0.01,0.0,0.01,-0.01,-50.0,31.0,1858,0.70312796875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00594000,2025-04-11 13:30:07+00:00,594.0,0.01,0.0,0.01,-0.01,-50.0,9.0,1625,0.7187528125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00595000,2025-04-11 14:34:34+00:00,595.0,0.01,0.0,0.01,-0.01,-50.0,11.0,6183,0.7187528125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00596000,2025-04-11 13:39:01+00:00,596.0,0.01,0.0,0.01,0.0,0.0,3.0,1186,0.73437765625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00597000,2025-04-10 19:59:37+00:00,597.0,0.01,0.0,0.01,-0.02,-66.66667,1.0,2122,0.7500025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00597500,2025-04-11 13:30:01+00:00,597.5,0.01,0.0,0.01,-0.02,-66.66667,1.0,839,0.7500025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00598000,2025-04-10 19:24:26+00:00,598.0,0.01,0.0,0.01,0.0,0.0,1.0,1576,0.7500025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00599000,2025-04-11 13:58:51+00:00,599.0,0.01,0.0,0.01,0.0,0.0,100.0,1087,0.7500025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00600000,2025-04-11 15:09:41+00:00,600.0,0.01,0.0,0.01,0.0,0.0,877.0,18971,0.7812521875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00601000,2025-04-10 20:09:11+00:00,601.0,0.01,0.0,0.01,0.0,0.0,50.0,3248,0.7812521875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00602000,2025-04-10 20:08:01+00:00,602.0,0.01,0.0,0.01,0.0,0.0,62.0,2630,0.7812521875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00602500,2025-04-10 19:50:26+00:00,602.5,0.01,0.0,0.01,0.0,0.0,124.0,427,0.7812521875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00603000,2025-04-11 13:49:54+00:00,603.0,0.01,0.0,0.01,-0.01,-50.0,101.0,1108,0.79687703125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00604000,2025-04-10 20:04:14+00:00,604.0,0.01,0.0,0.01,0.0,0.0,702.0,1059,0.8125018749999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00605000,2025-04-10 19:34:32+00:00,605.0,0.02,0.0,0.01,0.0,0.0,251.0,4614,0.8125018749999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00606000,2025-04-10 18:04:53+00:00,606.0,0.02,0.0,0.01,0.0,0.0,92.0,709,0.8125018749999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00607000,2025-04-10 19:18:50+00:00,607.0,0.02,0.0,0.01,0.0,0.0,10.0,1241,0.8437515624999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00608000,2025-04-10 19:34:13+00:00,608.0,0.02,0.0,0.01,0.0,0.0,6.0,1236,0.8437515624999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00609000,2025-04-10 19:34:00+00:00,609.0,0.01,0.0,0.01,0.0,0.0,26.0,190,0.8437515624999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00610000,2025-04-10 19:33:21+00:00,610.0,0.01,0.0,0.01,0.0,0.0,2.0,4122,0.85937640625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00611000,2025-04-10 19:33:07+00:00,611.0,0.01,0.0,0.01,0.0,0.0,8.0,1280,0.87500125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00612000,2025-04-10 16:32:11+00:00,612.0,0.03,0.0,0.01,0.0,0.0,28.0,734,0.87500125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00613000,2025-04-09 19:49:18+00:00,613.0,0.04,0.0,0.01,0.0,0.0,201.0,391,0.87500125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00614000,2025-04-10 14:20:14+00:00,614.0,0.01,0.0,0.01,0.0,0.0,17.0,463,0.9062509375,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00615000,2025-04-11 13:37:09+00:00,615.0,0.01,0.0,0.01,0.0,0.0,2.0,6469,0.9062509375,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00616000,2025-04-10 16:10:12+00:00,616.0,0.02,0.0,0.01,0.0,0.0,12.0,6278,0.9062509375,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00617000,2025-04-10 16:13:47+00:00,617.0,0.01,0.0,0.01,-0.01,-50.0,100.0,812,0.92187578125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00618000,2025-04-10 19:58:12+00:00,618.0,0.02,0.0,0.01,0.0,0.0,373.0,200,0.937500625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00619000,2025-04-10 20:03:19+00:00,619.0,0.01,0.0,0.01,0.0,0.0,11.0,183,0.937500625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00620000,2025-04-10 20:04:22+00:00,620.0,0.01,0.0,0.01,0.0,0.0,87.0,5883,0.937500625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00621000,2025-04-10 16:42:02+00:00,621.0,0.02,0.0,0.01,0.0,0.0,10.0,416,0.9687503125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00622000,2025-04-10 16:25:55+00:00,622.0,0.02,0.0,0.01,0.0,0.0,21.0,252,0.9687503125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00623000,2025-04-10 16:42:53+00:00,623.0,0.01,0.0,0.01,0.0,0.0,1.0,428,0.9687503125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00624000,2025-04-10 17:05:16+00:00,624.0,0.01,0.0,0.01,0.0,0.0,7.0,1657,0.9687503125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00625000,2025-04-10 16:33:21+00:00,625.0,0.03,0.0,0.01,0.0,0.0,38.0,5441,0.98437515625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00626000,2025-04-10 16:46:12+00:00,626.0,0.01,0.0,0.01,0.0,0.0,1.0,603,1.000005,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00627000,2025-04-10 16:46:55+00:00,627.0,0.02,0.0,0.01,0.0,0.0,250.0,313,1.000005,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00628000,2025-04-10 16:56:50+00:00,628.0,0.03,0.0,0.01,0.0,0.0,438.0,2717,1.0312548437500002,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00629000,2025-04-10 17:33:06+00:00,629.0,0.02,0.0,0.01,0.0,0.0,55.0,1175,1.0312548437500002,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00630000,2025-04-11 13:56:04+00:00,630.0,0.01,0.0,0.01,-0.01,-50.0,127.0,683,1.0312548437500002,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00635000,2025-04-10 13:54:47+00:00,635.0,0.01,0.0,0.01,0.0,0.0,6.0,1259,1.0625046875000002,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00640000,2025-04-11 13:30:00+00:00,640.0,0.01,0.0,0.01,0.0,0.0,2.0,4968,1.125004375,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00645000,2025-04-10 19:46:53+00:00,645.0,0.01,0.0,0.01,0.0,0.0,375.0,4211,1.15625421875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00650000,2025-04-10 19:14:05+00:00,650.0,0.01,0.0,0.01,0.0,0.0,4.0,4496,1.1875040625,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00655000,2025-04-10 16:19:34+00:00,655.0,0.01,0.0,0.01,0.0,0.0,937.0,7572,1.2500037499999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00660000,2025-04-10 17:46:54+00:00,660.0,0.01,0.0,0.01,0.0,0.0,114.0,3909,1.2812535937499998,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00665000,2025-04-10 18:23:36+00:00,665.0,0.01,0.0,0.01,0.0,0.0,729.0,7409,1.3125034374999998,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00670000,2025-04-09 17:22:05+00:00,670.0,0.01,0.0,0.01,0.0,0.0,2310.0,3040,1.3750031249999999,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00675000,2025-04-09 17:22:05+00:00,675.0,0.01,0.0,0.01,0.0,0.0,1680.0,1931,1.40625296875,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00680000,2025-04-10 13:30:00+00:00,680.0,0.02,0.0,0.01,0.0,0.0,4.0,2502,1.4375028125,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00685000,2025-04-10 16:46:31+00:00,685.0,0.01,0.0,0.01,0.0,0.0,1.0,3667,1.5000025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00690000,2025-04-09 17:22:06+00:00,690.0,0.01,0.0,0.01,0.0,0.0,1680.0,3201,1.5000025,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411C00700000,2025-04-10 19:45:39+00:00,700.0,0.01,0.0,0.01,0.0,0.0,20.0,3463,1.5937520312499998,False,REGULAR,USD,call,2025-04-11,2025-04-11
SPY250411P00375000,2025-04-11 13:30:00+00:00,375.0,0.01,0.0,0.01,0.0,0.0,10.0,10482,1.9375003125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00380000,2025-04-10 17:44:04+00:00,380.0,0.01,0.0,0.01,0.0,0.0,1268.0,1963,1.875000625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00385000,2025-04-10 19:04:49+00:00,385.0,0.01,0.0,0.01,0.0,0.0,73.0,1596,1.8125009374999999,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00390000,2025-04-10 19:44:48+00:00,390.0,0.01,0.0,0.01,0.0,0.0,610.0,2085,1.75000125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00395000,2025-04-10 19:36:07+00:00,395.0,0.01,0.0,0.01,0.0,0.0,6.0,3642,1.6875015625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00400000,2025-04-11 14:44:27+00:00,400.0,0.01,0.0,0.01,0.0,0.0,105.0,9003,1.625001875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00405000,2025-04-10 19:08:26+00:00,405.0,0.01,0.0,0.01,0.0,0.0,407.0,1817,1.5625021874999998,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00410000,2025-04-11 13:30:01+00:00,410.0,0.01,0.0,0.01,0.0,0.0,289.0,53947,1.46875265625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00415000,2025-04-10 19:58:08+00:00,415.0,0.01,0.0,0.01,0.0,0.0,1101.0,1129,1.40625296875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00420000,2025-04-11 13:52:26+00:00,420.0,0.01,0.0,0.01,0.0,0.0,112.0,5306,1.3437532812499997,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00425000,2025-04-11 14:02:51+00:00,425.0,0.01,0.0,0.01,0.0,0.0,46.0,3611,1.2812535937499998,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00430000,2025-04-11 15:20:33+00:00,430.0,0.01,0.0,0.01,0.0,0.0,130.0,5284,1.21875390625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00435000,2025-04-11 14:41:05+00:00,435.0,0.01,0.0,0.01,-0.02,-66.66667,472.0,3214,1.15625421875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00440000,2025-04-11 15:34:12+00:00,440.0,0.01,0.0,0.01,-0.01,-50.0,407.0,7642,1.09375453125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00445000,2025-04-11 15:26:48+00:00,445.0,0.01,0.0,0.01,-0.02,-66.66667,4374.0,104675,1.0312548437500002,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00450000,2025-04-11 15:30:16+00:00,450.0,0.01,0.0,0.01,-0.04,-80.00001,4398.0,17279,0.9687503125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00455000,2025-04-11 15:43:38+00:00,455.0,0.01,0.01,0.02,-0.049999997,-83.333336,4473.0,7240,0.992187578125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00460000,2025-04-11 15:47:31+00:00,460.0,0.02,0.01,0.02,-0.08,-88.88889,2933.0,7804,0.92187578125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00465000,2025-04-11 15:40:52+00:00,465.0,0.02,0.01,0.02,-0.11,-84.61539,2092.0,13822,0.85937640625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00469000,2025-04-11 15:40:04+00:00,469.0,0.02,0.01,0.02,-0.15,-88.2353,2708.0,4388,0.8125018749999999,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00470000,2025-04-11 15:47:15+00:00,470.0,0.02,0.02,0.03,-0.15,-88.2353,6512.0,13747,0.8359391406249999,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00471000,2025-04-11 15:49:48+00:00,471.0,0.02,0.02,0.03,-0.17,-85.0,2322.0,1948,0.8203142968749999,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00472000,2025-04-11 15:44:53+00:00,472.0,0.03,0.02,0.03,-0.17,-85.0,3613.0,1640,0.8085956640624999,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00473000,2025-04-11 15:45:50+00:00,473.0,0.03,0.02,0.03,-0.19,-86.36364,4364.0,2191,0.79687703125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00474000,2025-04-11 15:46:20+00:00,474.0,0.03,0.02,0.03,-0.17,-85.0,1237.0,1336,0.7812521875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00475000,2025-04-11 15:47:31+00:00,475.0,0.03,0.03,0.04,-0.22,-88.0,7231.0,17909,0.79687703125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00476000,2025-04-11 15:46:15+00:00,476.0,0.04,0.03,0.04,-0.21000001,-87.5,3434.0,1999,0.7812521875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00477000,2025-04-11 15:48:01+00:00,477.0,0.04,0.04,0.05,-0.24000001,-88.888885,17977.0,6386,0.789064609375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00478000,2025-04-11 15:48:31+00:00,478.0,0.04,0.03,0.04,-0.25,-86.2069,10647.0,1547,0.7539087109375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00479000,2025-04-11 15:50:36+00:00,479.0,0.05,0.04,0.05,-0.25,-86.2069,8330.0,6582,0.7617211328125001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00480000,2025-04-11 15:49:01+00:00,480.0,0.05,0.05,0.06,-0.25,-83.33333,13118.0,83870,0.7656273437500001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00481000,2025-04-11 15:48:56+00:00,481.0,0.05,0.05,0.06,-0.26999998,-81.818184,5498.0,1274,0.7500025,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00482000,2025-04-11 15:49:21+00:00,482.0,0.06,0.05,0.06,-0.32,-84.210526,6652.0,6733,0.73437765625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00483000,2025-04-11 15:42:33+00:00,483.0,0.07,0.06,0.07,-0.31,-81.57895,8875.0,4880,0.73633076171875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00484000,2025-04-11 15:45:57+00:00,484.0,0.07,0.05,0.06,-0.32,-82.051285,3649.0,2824,0.7070341796875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00485000,2025-04-11 15:48:44+00:00,485.0,0.08,0.07,0.08,-0.32,-82.051285,13248.0,29716,0.7187528125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00486000,2025-04-11 15:46:54+00:00,486.0,0.08,0.07,0.08,-0.35000002,-81.395355,3369.0,2530,0.7050810742187501,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00487000,2025-04-11 15:46:46+00:00,487.0,0.09,0.07,0.08,-0.39,-81.25,1969.0,4063,0.6894562304687502,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00488000,2025-04-11 15:49:06+00:00,488.0,0.09,0.08,0.09,-0.39,-81.25,7489.0,3364,0.68555001953125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00489000,2025-04-11 15:48:56+00:00,489.0,0.09,0.1,0.11,-0.42999998,-81.13207,6186.0,3167,0.6914093359375001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00490000,2025-04-11 15:50:35+00:00,490.0,0.1,0.1,0.11,-0.44000003,-80.00001,27884.0,53757,0.6748079394531252,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00491000,2025-04-11 15:48:54+00:00,491.0,0.12,0.11,0.12,-0.45,-78.94737,8761.0,3082,0.6679720703125002,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00492000,2025-04-11 15:50:23+00:00,492.0,0.11,0.11,0.12,-0.51,-82.258064,5406.0,2482,0.6523472265625001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00493000,2025-04-11 15:49:50+00:00,493.0,0.13,0.12,0.13,-0.53000003,-80.30303,4714.0,3609,0.6445348046875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00494000,2025-04-11 15:48:51+00:00,494.0,0.16,0.14,0.15,-0.53,-76.81159,5746.0,2005,0.6425816992187501,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00495000,2025-04-11 15:48:43+00:00,495.0,0.17,0.15,0.16,-0.55,-76.388885,11868.0,30198,0.632816171875,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00496000,2025-04-11 15:49:30+00:00,496.0,0.18,0.17,0.18,-0.54,-75.0,8592.0,2443,0.6289099609375001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00497000,2025-04-11 15:50:16+00:00,497.0,0.19,0.19,0.2,-0.64,-76.190475,8194.0,2504,0.62305064453125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00498000,2025-04-11 15:50:20+00:00,498.0,0.2,0.21,0.22,-0.66,-76.74419,111484.0,5827,0.6162147753906251,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00499000,2025-04-11 15:50:49+00:00,499.0,0.24,0.22,0.23,-0.69,-75.0,11937.0,3447,0.6035195898437502,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00500000,2025-04-11 15:50:20+00:00,500.0,0.26,0.25,0.26,-0.74,-74.0,99521.0,27671,0.6001016552734376,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00501000,2025-04-11 15:49:58+00:00,501.0,0.29,0.28,0.29,-0.75,-72.11539,115414.0,1769,0.594730615234375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00502000,2025-04-11 15:50:48+00:00,502.0,0.31,0.31,0.32,-0.83,-72.80702,11278.0,2952,0.58789474609375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00503000,2025-04-11 15:50:09+00:00,503.0,0.35,0.35,0.36,-0.87,-71.31147,10964.0,2127,0.5839885351562499,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00504000,2025-04-11 15:50:24+00:00,504.0,0.39,0.36,0.37,-0.94000006,-70.6767,14505.0,2810,0.56836369140625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00505000,2025-04-11 15:50:27+00:00,505.0,0.43,0.42,0.43,-0.97999996,-69.99999,38497.0,7850,0.5678754150390625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00506000,2025-04-11 15:49:51+00:00,506.0,0.48,0.47,0.48,-1.0699999,-69.480515,12000.0,3246,0.5625043750000001,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00507000,2025-04-11 15:50:26+00:00,507.0,0.52,0.52,0.53,-1.13,-68.48485,12905.0,2470,0.5556685058593751,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00508000,2025-04-11 15:50:39+00:00,508.0,0.56,0.56,0.57,-1.24,-68.88889,14983.0,2736,0.5449264257812501,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00509000,2025-04-11 15:50:22+00:00,509.0,0.64,0.64,0.65,-1.32,-67.69231,15049.0,4029,0.5424850439453126,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00510000,2025-04-11 15:50:37+00:00,510.0,0.69,0.68,0.69,-1.4199998,-67.29858,73754.0,68149,0.5297898583984376,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00511000,2025-04-11 15:50:01+00:00,511.0,0.78,0.76,0.78,-1.52,-66.08696,13495.0,2942,0.5249070947265625,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00512000,2025-04-11 15:50:14+00:00,512.0,0.87,0.86,0.87,-1.61,-64.91936,15506.0,2764,0.5202684692382812,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00513000,2025-04-11 15:50:47+00:00,513.0,0.98,0.95,0.97,-1.5699999,-61.811024,18845.0,2550,0.5136767382812499,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00514000,2025-04-11 15:49:31+00:00,514.0,1.06,1.07,1.08,-1.77,-62.54417,21401.0,3262,0.508793974609375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00515000,2025-04-11 15:50:28+00:00,515.0,1.19,1.19,1.2,-1.8599999,-60.78431,66926.0,47042,0.5026905200195313,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00516000,2025-04-11 15:50:32+00:00,516.0,1.33,1.29,1.32,-1.9799999,-59.81873,18889.0,2656,0.49561051269531253,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00517000,2025-04-11 15:50:39+00:00,517.0,1.44,1.46,1.48,-2.1599998,-59.999996,21666.0,1706,0.49121602539062503,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00518000,2025-04-11 15:50:24+00:00,518.0,1.69,1.64,1.66,-2.1499999,-55.989582,33795.0,5165,0.4870656762695313,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00519000,2025-04-11 15:50:39+00:00,519.0,1.8,1.85,1.86,-2.34,-56.521736,25798.0,3031,0.48340360351562506,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00520000,2025-04-11 15:50:43+00:00,520.0,2.05,2.05,2.06,-2.4399998,-54.58613,96109.0,18708,0.4771780798339844,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00521000,2025-04-11 15:50:39+00:00,521.0,2.24,2.22,2.24,-2.64,-54.09836,55918.0,2351,0.46680220703125,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00522000,2025-04-11 15:50:26+00:00,522.0,2.61,2.58,2.61,-2.5200002,-49.12281,55957.0,2711,0.47400428344726564,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00523000,2025-04-11 15:50:05+00:00,523.0,2.9,2.91,2.92,-2.5699997,-46.983543,47847.0,3051,0.4720511779785156,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00524000,2025-04-11 15:50:43+00:00,524.0,3.24,3.24,3.27,-2.6299999,-45.26678,62381.0,3187,0.4714408325195312,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00525000,2025-04-11 15:50:38+00:00,525.0,3.6,3.58,3.6,-2.6100001,-42.028984,53643.0,24071,0.4660697924804688,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00526000,2025-04-11 15:50:39+00:00,526.0,4.0,4.08,4.11,-2.7600002,-40.23324,22649.0,1831,0.47485876708984376,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00527000,2025-04-11 15:50:21+00:00,527.0,4.72,4.6,4.64,-2.7800002,-37.06667,17243.0,1658,0.48242705078125003,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00528000,2025-04-11 15:50:12+00:00,528.0,5.27,5.16,5.21,-2.6399999,-33.375473,10276.0,2350,0.4907277490234375,False,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00529000,2025-04-11 15:48:39+00:00,529.0,5.8,5.79,5.84,-2.6499996,-31.360945,3778.0,1697,0.5018360363769532,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00530000,2025-04-11 15:49:48+00:00,530.0,6.44,6.37,6.44,-2.1600003,-25.116282,6057.0,49399,0.5043994873046875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00531000,2025-04-11 15:40:14+00:00,531.0,7.55,6.99,7.11,-2.29,-23.272358,2158.0,1998,0.5117236328125,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00532000,2025-04-11 15:49:27+00:00,532.0,7.65,7.8,7.9,-2.4500003,-24.257427,1545.0,2702,0.5312546875,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00533000,2025-04-11 15:49:28+00:00,533.0,8.4,8.52,8.64,-2.1600008,-20.454552,716.0,1432,0.5422409057617189,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00534000,2025-04-11 15:38:47+00:00,534.0,9.8,9.19,9.32,-1.0999994,-10.091738,737.0,2001,0.5457809094238282,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00535000,2025-04-11 15:47:13+00:00,535.0,10.35,10.07,10.21,-1.7799997,-14.674358,1533.0,7140,0.5678754150390625,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00536000,2025-04-11 15:47:52+00:00,536.0,11.16,10.95,11.1,-1.5900002,-12.47059,802.0,1428,0.5886271606445312,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00537000,2025-04-11 15:27:47+00:00,537.0,14.8,11.95,12.1,0.9300003,6.705121,178.0,8232,0.6198768481445314,True,REGULAR,USD,put,2025-04-11,2025-04-11
SPY250411P00538000,2025-04-11 15:25:58+00:00,538.0,16.36,12.56,12.71,2.040001,14.245817,111.0,2227,0.6098671826171876,True,REGULAR,USD,put,2025-04-11,2025-04-11
